bred_for,breed_group,country_code,country_codes,description,history,id,image_url,imperial_height,imperial_weight,life_span,metric_height,metric_weight,name,origin,perfect_for,species_id,temperament
,Working,CH,CH,"A powerful, giant-sized working breed from the Swiss Alps with distinctive markings and massive head, originally bred for mountain rescue. Known for its gentle, patient nature and calm temperament.",Developed by monks at the Great St. Bernard Hospice on the border of Switzerland and Italy for rescue work in treacherous Alpine conditions. Used to locate and rescue travelers lost in snow and fog of dangerous Alpine passes,212,https://cdn4.thedogapi.com/optimized/IcWEuLHtBn.jpg,Male: 28-30; Female: 26-28,Male: 140-180; Female: 120-140,8-10,Male: 71-76; Female: 66-71,Male: 64-82; Female: 54-64,Saint Bernard,Switzerland,,2,"Gentle, friendly, calm, patient, loyal, protective"
,Hound,EG,EG,"Ancient, elegant sighthound of the Middle East with graceful build, feathered ears and tail, known for extraordinary speed, endurance, and dignified nature. Bred for hunting gazelle across desert terrain.","One of the most ancient domesticated dog breeds, treasured by royalty and Bedouin tribes for thousands of years. Considered sacred by Muslims and revered throughout the Middle East for hunting gazelle and swift prey across desert terrain.",213,https://cdn4.thedogapi.com/optimized/XEsp2dsjPM.jpg,23-28,Male: 40-65; Female: 35-55,10-17,58-71,Male: 18-29; Female: 16-25,Saluki,Middle East (Fertile Crescent),,2,"Gentle, independent, intelligent, devoted, calm, reserved"
,Working,RU,RU,"A powerful and graceful medium to large Arctic spitz breed with a thick, all-white double coat and distinctive 'Samoyed smile' created by the upturned corners of the mouth","Ancient breed developed by the nomadic Samoyede people of Siberia over 3,000 years ago for herding reindeer, pulling sleds, and companionship. Their thick coats protected them from brutal climate, and they often slept with families for warmth. Brought out of Siberia in late 19th and early 20th centuries. Recognized by AKC in 1906.",214,https://cdn4.thedogapi.com/optimized/bLkWhvuqNJ.jpg,Male: 21-23.5; Female: 19-21,Male: 45-65; Female: 35-50,12-14,Male: 53-60; Female: 48-53,Male: 20-29; Female: 16-23,Samoyed,Siberia,,2,"Friendly, gentle, adaptable, alert, intelligent, playful"
,Non-Sporting,BE,BE,"Small, compact, tailless spitz-type dog with a distinctive fox-like face, thick double coat, and abundant ruff around the neck. Known as the 'little captain', this agile black dog has a confident demeanor and alert expression.",Developed in the Flemish regions of Belgium as a canal barge watchdog and ratter. The name means 'little captain' and the breed served as an adept guardian and vermin hunter on Belgian waterways for centuries.,216,https://cdn4.thedogapi.com/optimized/fWSbovpqXi.jpg,10-13,10-16,12-14,25-33,4.5-7,Schipperke,Belgium,,2,"Alert, confident, energetic, intelligent, independent, curious"
,Hound,GB,GB,"Large, athletic sighthound with rough, wiry coat and dignified bearing, often called the 'Royal Dog of Scotland', bred for coursing giant red deer in the Scottish Highlands","Ancient sighthound breed developed in Scottish Highlands to hunt giant wild red deer. Once so prized that ownership was restricted to nobility, nearly went extinct with decline of clan system but was revived in 19th century. Recognized by AKC in 1886.",218,https://cdn4.thedogapi.com/optimized/i9G4f21V3R.jpg,Male: 30-32; Female: 28-30,Male: 85-110; Female: 75-95,8-11,Male: 76-81; Female: 71-76,Male: 39-50; Female: 34-43,Scottish Deerhound,Scotland,,2,"Gentle, dignified, calm, loyal, friendly"
,Terrier,GB,GB,"Small, compact, and sturdy terrier with a distinctive wiry coat, erect ears, beard and eyebrows, and dignified, confident presence","One of Scotland's oldest Highland terrier breeds, developed in the Scottish Highlands for hunting vermin in difficult terrain. Recognized by The Kennel Club (UK) in 1883 and the AKC in 1885.",219,https://cdn4.thedogapi.com/optimized/KHqTyrsJV6.jpg,10-11,Male: 19-22; Female: 18-21,12-15,25-28,Male: 8.5-10; Female: 8-9.5,Scottish Terrier,Scotland,,2,"Confident, independent, alert, intelligent, loyal"
,Herding,GB,GB,"Small, agile herding dog from the Shetland Islands, resembling a miniature Rough Collie with a dense double coat, intelligent expression, and alert demeanor. A distinct breed known for its bright, playful nature and collie-like appearance.","Developed in the rugged Shetland Islands of Scotland as a small, hardy herding dog for sheep and ponies in harsh conditions. Created by crossing native dogs with Border Collies, Scotch Collies and possibly Spitz breeds. Recognized by AKC in 1911.",221,https://cdn4.thedogapi.com/optimized/sed3BFUfdo.jpg,13-16,15-25,12-14,33-41,7-11,Shetland Sheepdog,"Shetland Islands, Scotland",,2,"Intelligent, loyal, alert, playful, gentle, eager to please"
,Non-Sporting,JP,JP,"An ancient Japanese spitz breed with a small, compact, well-muscled frame and distinctive fox-like appearance. Known for its spirited personality, confident bearing, and agile movement.","One of Japan's six oldest native breeds, originally developed for hunting small game in mountainous terrain. Nearly extinct after WWII but saved through dedicated breeding programs. First brought to the United States in 1954.",222,https://cdn4.thedogapi.com/optimized/tLV9uXVpog.jpg,Male: 14.5-16.5; Female: 13.5-15.5,Male: 18-24; Female: 15-20,,Male: 37-42; Female: 34-39,Male: 8-11; Female: 7-9,Shiba Inu,Japan,,2,"Alert, confident, intelligent, independent, loyal, courageous"
,Toy,CN,CN,"Small, sturdy toy breed with a distinctive short snout, large dark eyes, and luxurious long flowing double coat. Known for their charming, affectionate companion temperament","Ancient breed developed in Tibetan monasteries and refined by imperial breeders in Chinese palace courts. Believed to descend from Tibetan breeds, possibly crosses between Lhasa Apso and Pekingese, prized as house pets for centuries",223,https://cdn4.thedogapi.com/optimized/FpTUahuFwc.jpg,9-10.5,9-16,10-18,23-27,4-7,Shih Tzu,Tibet/China,,2,"Affectionate, playful, outgoing, loyal"
,Herding,US,US,"Large, well-balanced shepherd breed developed from German Shepherds with a plush double coat, bred specifically for a calmer, gentler temperament and improved health compared to traditional German Shepherds","Developed in the 1970s in New York by Tina Barber, who crossed larger old-style German Shepherds with Alaskan Malamutes and other breeds to create a larger, calmer shepherd with focus on sound hips, stable temperament, reduced hip dysplasia, and family companionship",225,https://cdn4.thedogapi.com/optimized/ls767UKreG.jpg,Male: 28-30; Female: 26-28,Male: 100-130; Female: 80-100,9-14,Male: 71-76; Female: 66-71,Male: 45-59; Female: 36-45,Shiloh Shepherd,"New York, United States",,2,"Calm, gentle, intelligent, loyal, confident, affectionate"
,Working,RU,RU,"Medium-sized, athletic working sled dog with thick double coat, striking wolf-like appearance, and erect triangular ears, bred for endurance sledding in harsh arctic conditions","Developed by the Chukchi people of Siberia as an endurance sled dog for transportation in harsh arctic conditions. Brought to Alaska in 1908 for sled dog racing, gained fame during the 1925 serum run to Nome, and recognized by AKC in 1930.",226,https://cdn4.thedogapi.com/optimized/y8p3WCHoxH.jpg,Male: 21-23.5; Female: 20-22,Male: 45-60; Female: 35-50,12-14,Male: 53-60; Female: 51-56,Male: 20-27; Female: 16-23,Siberian Husky,"Siberia, Russia",,2,"Friendly, outgoing, intelligent, alert, gentle, independent, energetic"
,Terrier,GB,GB,"Compact, energetic terrier with a predominantly white, short, smooth coat and keen, alert expression. This sturdy, medium-sized breed combines intelligence with the bold, lively spirit characteristic of terriers.","Developed in England in the 18th-19th century for fox hunting, with their primary role being to 'bolt' foxes from dens. Refined from various terrier breeds and hounds, standardized by English foxhunters. Smooth and Wire Fox Terriers were considered one breed until 1985.",232,https://cdn4.thedogapi.com/optimized/lhpcfYROeC.jpg,Male: 15-15.5; Female: 14-15,Male: 17-19; Female: 15-17,12-15,Male: 38-39; Female: 36-38,Male: 8-8.5; Female: 7-7.5,Smooth Fox Terrier,England,,2,"Energetic, alert, intelligent, friendly, courageous, playful"
,Terrier,IE,IE,"Medium-sized, hardy and agile terrier distinguished by its soft, silky, gently waving coat of warm wheaten color and lively expression. Known for their joyful, affectionate nature with a steady, confident temperament.","Ancient Irish breed developed over 200 years as versatile farm dog for herding, guarding property, and vermin control. Known as the 'poor man's Wolfhound,' gained official recognition from Irish Kennel Club in 1937 and AKC in 1973.",233,https://cdn4.thedogapi.com/optimized/ikOLxquC5T.jpg,Male: 18-19; Female: 17-18,Male: 35-40; Female: 30-35,12-15,Male: 46-48; Female: 43-46,Male: 16-18; Female: 14-16,Soft Coated Wheaten Terrier,Ireland,,2,"Friendly, happy, intelligent, devoted, energetic"
,Herding,ES,ES,"Medium-sized rustic water dog with distinctive curly woolly coat, athletic build, and versatile multi-purpose working ability","Ancient all-purpose farm dog from the Iberian Peninsula, used for centuries in Spain for herding livestock, retrieving waterfowl for hunters, and assisting fishermen. Nearly extinct but successfully revived in the 1970s",235,https://cdn4.thedogapi.com/optimized/debAsDVfps.jpg,Male: 17.5-19.75; Female: 15.75-18,Male: 40-49; Female: 31-40,12-14,Male: 44-50; Female: 40-46,Male: 18-22; Female: 14-18,Spanish Water Dog,Spain,,2,"Loyal, intelligent, work-focused, athletic, energetic, alert"
,Sporting,IT,IT,"Large, robust, and muscular hunting dog with a distinctive dense wiry coat, expressive beard and eyebrows, and patient gentle expression. Built for all-terrain hunting with a rugged yet versatile build and methodical hunting style.","Ancient Italian breed from the Piedmont region dating back to 500 BC, developed as a versatile gundog for hunting in dense, thorny terrain. Known since at least the Renaissance and valued for tracking, pointing and retrieving. The breed faced near extinction after World War II but was revived by dedicated enthusiasts.",236,https://cdn4.thedogapi.com/optimized/AO4eNHKHfu.jpg,Male: 23-27; Female: 22-25,Male: 70-82; Female: 61-71,10-12,Male: 58-69; Female: 56-64,Male: 32-37; Female: 28-32,Spinone Italiano,Italy,,2,"Gentle, patient, loyal, intelligent, docile, affectionate"
,Terrier,GB,GB,"Compact, muscular, and stocky terrier with broad head and strong build, known for great strength, agility, courage, and affectionate nature with family","Developed in 19th-century Staffordshire, England by crossing bulldogs with local terriers for bull-baiting and dog fighting. After these sports were banned, breeders refined the breed into the affectionate and reliable family companion known today",238,https://cdn4.thedogapi.com/optimized/zHMHibdcLN.jpg,14-16,Male: 28-38; Female: 24-34,12-14,36-41,Male: 13-17; Female: 11-15,Staffordshire Bull Terrier,"Staffordshire, England",,2,"Courageous, intelligent, affectionate, loyal, confident, energetic"
,Working,DE,DE,"Medium-sized, robust dog with distinctive beard and eyebrows, square build and wiry coat. An intelligent, high-spirited breed that serves as both a versatile working dog and loyal companion.","The original Schnauzer breed dating back to the Middle Ages in Germany, developed as versatile farm dogs for guarding property, herding livestock, ratting and exterminating vermin. Recognized by AKC since 1904.",239,https://cdn4.thedogapi.com/optimized/nzjOKufQGP.jpg,Male: 18.5-19.5; Female: 17.5-18.5,Male: 35-50; Female: 30-45,,Male: 47-50; Female: 44-47,Male: 16-23; Female: 14-20,Standard Schnauzer,Germany,,2,"Intelligent, alert, energetic, loyal, protective, devoted"
,Herding,SE,SE,"Small, powerful spitz-type herding dog with short legs, pointed ears, curled tail, and distinctive wolf-like markings. This ancient and fearless breed is often referred to as 'the Viking dog' and features a weather-resistant double coat.","Ancient Swedish breed dating back over 1,000 years to the Viking era, used as an all-purpose farm dog for herding cattle, vermin control, and guarding. Also called Västgötaspets, believed to share ancestry with the Welsh Corgi. Recognized by Swedish Kennel Club in 1943, AKC in 2007.",242,https://cdn4.thedogapi.com/optimized/IfaS21KAcV.jpg,Male: 12.5-13.75; Female: 11.5-12.75,20-35,12-15,Male: 32-35; Female: 29-33,9-16,Swedish Vallhund,Sweden,,2,"Alert, energetic, friendly, intelligent, courageous, playful, eager to please"
,Hound,TH,TH,"An ancient, medium-sized hound known for the distinctive ridge of hair running along its back, with a muscular, athletic build and an independent, protective nature","An ancient, primitive breed native to eastern Thailand, developed for hunting small game, vermin control, and serving as a guard dog. Its isolation in the region preserved its unique characteristics, including the dorsal ridge, for centuries. One of only three breeds with hair ridge.",243,https://cdn4.thedogapi.com/optimized/niUi2k5cdI.jpg,Male: 22-24; Female: 20-22,Male: 50-75; Female: 35-55,12-13,Male: 56-61; Female: 51-56,Male: 23-34; Female: 16-25,Thai Ridgeback,Thailand,,2,"Intelligent, loyal, independent, protective, athletic, alert"
,Working,CN,CN,"An ancient and imposing guardian breed with massive size, noble bearing, and dense double coat. Known for its independent nature, impressive presence, and deep, powerful bark.","Ancient guardian breed developed in the isolated Himalayas, used by Tibetan nomads and monasteries to protect livestock, villages, and property. Considered a progenitor of many modern mastiff breeds.",244,https://cdn4.thedogapi.com/optimized/xmzLo9U9nV.jpg,Male: 26-29; Female: 24-27,Male: 100-160; Female: 75-120,10-12,Male: 66-74; Female: 61-69,Male: 45-73; Female: 34-54,Tibetan Mastiff,Tibet,,2,"Independent, protective, intelligent, loyal, calm"
,Non-Sporting,CN,CN,"Small, compact companion breed with a silky double coat and lion-like mane around the face, known as a 'little lion'. Originally bred by Buddhist monks as monastery watchdogs and companions, featuring an alert expression and confident demeanor.","Ancient breed prized in Tibetan monasteries for over 2,000 years, developed by Buddhist monks to serve as companions and watchdogs on monastery walls. Often given as treasured gifts to royalty and dignitaries.",245,https://cdn4.thedogapi.com/optimized/Uz9mTebSzn.jpg,9.5-11,9-15,12-15,24-28,4-7,Tibetan Spaniel,Tibet,,2,"Intelligent, alert, independent, playful, confident, affectionate"
,Non-Sporting,CN,CN,"Medium-sized, squarely built dog with profuse double coat and snowshoe-like feet, known as the 'Holy Dog of Tibet.' Originally bred as companions, watchdogs, and herders in Tibetan monasteries with expressive eyes and protective long coat.","Ancient breed developed over 2,000 years ago by Buddhist monasteries in Tibet as cherished companions, watchdogs, and herders. Known as 'Holy Dogs' and 'luck bringers,' they were never sold but only given as gifts. Introduced to the Western world in the 1920s.",246,https://cdn4.thedogapi.com/optimized/YpsoizHqV5.jpg,14-17,18-30,12-16,36-43,8-14,Tibetan Terrier,Tibet,,2,"Affectionate, intelligent, loyal, alert, playful"
,Toy,US,US,"Small, athletic, elegant terrier with short, fine coat and alert, lively demeanor, combining toy breed size with true terrier temperament and the spirit of a larger dog","Developed in the early 20th century in the United States by crossing small Smooth Fox Terriers with toy breeds including Chihuahuas, Manchester Terriers, and Italian Greyhounds to create a smaller, versatile companion and ratter. Recognized by the AKC in 2003.",248,https://cdn4.thedogapi.com/optimized/5BVhG81gSe.jpg,8.5-11.5,3.5-7,,22-29,1.6-3.2,Toy Fox Terrier,United States,,2,"Alert, intelligent, energetic, friendly, playful, loyal, outgoing"
,Hound,US,US,"Medium to large athletic scent hound with distinctive tricolor coat, bred for tracking and treeing raccoons and other game in rugged terrain. Known for swift endurance, intelligence, and distinctive baying voice.","Developed from English Foxhounds brought to colonial America in 1742, specifically refined by Tennessee breeder Thomas Walker and the Walker family in the 1800s for speed, endurance, and ability to track and tree raccoons in American terrain.",250,https://cdn4.thedogapi.com/optimized/kGruq6EvlB.jpg,Male: 22-27; Female: 20-25,50-70,12-13,Male: 56-69; Female: 51-64,23-32,Treeing Walker Coonhound,United States,,2,"Intelligent, confident, friendly, energetic, courageous, alert"
,Sporting,HU,HU,"Medium-sized, energetic and graceful gundog of Hungarian origin with a sleek, golden-rust colored coat and athletic build. Known for their affectionate, gentle nature, they are versatile hunters and eager companions with high energy drive.","Ancient Hungarian sporting breed descended from hunting dogs of the Magyar tribes who settled in Hungary over a thousand years ago. Developed as a versatile pointer-retriever by Hungarian nobility, the breed nearly faced extinction after World War II but was preserved and re-established by dedicated enthusiasts.",251,https://cdn4.thedogapi.com/optimized/UAHks1q5iR.jpg,Male: 22-24; Female: 21-23,Male: 55-60; Female: 44-55,12-14,Male: 56-61; Female: 53-58,Male: 25-27; Female: 20-25,Vizsla,Hungary,,2,"Energetic, affectionate, gentle, intelligent, athletic"
,Sporting,DE,DE,"Large, sleek, athletic sporting dog with distinctive silver-gray coat and striking amber or blue-gray eyes, known for speed, stamina, and intelligence. Originally bred for hunting large game, earning the nickname 'Gray Ghost' for its coat and stealth.","Developed at the court of Weimar, Germany, in the early 19th century by German nobility who sought to create an all-around hunting dog for large game. The breed's parentage was a closely guarded secret for many years.",253,https://cdn4.thedogapi.com/optimized/oYrtCTqH9l.jpg,Male: 25-27; Female: 23-25,Male: 70-90; Female: 55-75,10-13,Male: 64-69; Female: 58-64,Male: 32-41; Female: 25-34,Weimaraner,"Weimar, Germany",,2,"Energetic, intelligent, loyal, friendly, alert, courageous, athletic"
,Sporting,GB,GB,"Medium-sized, compact gundog with a distinctive red and white coat and straight, silky feathering. Known for its happy disposition, boundless energy, and versatility in the field as a sporting spaniel built for endurance.","Ancient Welsh breed developed as a versatile gundog to flush and retrieve game birds, mentioned in Welsh laws dating to 300 AD. Officially recognized as distinct from other land spaniels by The Kennel Club in 1902 and AKC in 1906.",254,https://cdn4.thedogapi.com/optimized/yRhKp8FeFn.jpg,Male: 18-19; Female: 17-18,Male: 40-55; Female: 35-50,12-15,Male: 46-48; Female: 43-46,Male: 18-25; Female: 16-23,Welsh Springer Spaniel,Wales,,2,"Friendly, loyal, energetic, intelligent, affectionate, eager to please"
,Terrier,GB,GB,"Small, sturdy, and confident terrier from Scotland, characterized by its distinctive dense white double coat, bright inquisitive expression, and lively personality","Developed in the Scottish Highlands to hunt fox, badger, and other vermin. Colonel Edward Donald Malcolm of Poltalloch is credited with developing the modern white breed after one of his reddish terriers was mistaken for a fox and shot, leading him to breed only for white dogs to avoid future hunting accidents",256,https://cdn4.thedogapi.com/optimized/9Vh5N533hN.jpg,Male: 10-11; Female: 9-10,Male: 15-22; Female: 13-16,,Male: 25-28; Female: 23-26,Male: 7-10; Female: 6-7,West Highland White Terrier,Scotland,,2,"Confident, alert, playful, loyal, independent"
,Hound,GB,GB,"Medium-sized, sleek sighthound known for its elegant athletic build with distinctive 'inverted S' shape, explosive bursts of speed, and gentle nature. Originally known as the 'poor man's racehorse'.","Developed in Northern England during the 18th-19th centuries by working-class families, crossing small Greyhounds with fast terriers for rabbit coursing and racing. Recognized by AKC and The Kennel Club.",257,https://cdn4.thedogapi.com/optimized/I9Bo3DVtQw.jpg,Male: 19-22; Female: 18-21,25-40,12-15,Male: 48-56; Female: 46-53,11-18,Whippet,England,,2,"Gentle, affectionate, calm, intelligent, playful"
,Herding,DE,DE,"A direct descendant of the German Shepherd Dog, the White Shepherd is a large, athletic working dog with erect ears, striking white double coat, and confident demeanor. Known for its noble expression and versatile capabilities as an intelligent herding breed.","Developed from white-coated German Shepherd Dogs. When white coats were deemed a fault by German breed clubs in the 1930s, fanciers in North America and Europe continued breeding them separately, eventually establishing the White Shepherd as a distinct breed recognized by various registries including UKC and FCI (as Berger Blanc Suisse).",258,https://cdn4.thedogapi.com/optimized/68ljzL8GYr.jpg,Male: 24-26; Female: 22-24,Male: 77-88; Female: 55-70,12-14,Male: 61-66; Female: 56-61,Male: 35-40; Female: 25-32,White Shepherd,"Germany/Switzerland, developed further in North America",,2,"Intelligent, loyal, alert, confident, courageous, gentle"
,Terrier,GB,GB,"Small, compact terrier with distinctive dense wiry coat, beard, and alert expression. This bold, energetic breed was developed for fox hunting and combines confidence with an independent spirit.","Developed in England in the 18th-19th century for fox hunting, working to bolt foxes above and below ground alongside hounds. One of the oldest terrier breeds recognized by major kennel clubs.",259,https://cdn4.thedogapi.com/optimized/lYxCEtfMI1.jpg,Male: 15-15.5; Female: 14-15.5,Male: 17-19; Female: 15-17,12-15,Male: 38-39; Female: 36-39,Male: 7.7-8.6; Female: 6.8-7.7,Wire Fox Terrier,England,,2,"Alert, confident, energetic, intelligent, playful"
,Sporting,FR,FR,"Medium-sized versatile gundog with distinctive harsh, wiry coat and characteristic beard and eyebrows. Known as the 'supreme gundog' with excellent pointing and retrieving abilities and an intelligent, friendly disposition.","Developed in the late 19th century by Dutch breeder Eduard Korthals, who worked in both Germany and France. His goal was to create the ultimate versatile walking-hunter's gun dog by crossing various pointing breeds, spaniels, and retrievers. Often called 'Korthals Griffon' in his honor.",260,https://cdn4.thedogapi.com/optimized/fMSaUQg2IP.jpg,Male: 22-24; Female: 20-22,Male: 50-70; Female: 35-60,12-15,Male: 56-61; Female: 51-56,Male: 23-32; Female: 16-27,Wirehaired Pointing Griffon,Netherlands/France,,2,"Friendly, intelligent, eager to please, loyal, energetic"
,Sporting,HU,HU,"Medium-sized Hungarian sporting dog with a distinctive dense, wiry coat and golden rust coloring. Features a robust yet lean build and versatile hunting ability, bred for pointing and retrieving in harsh terrain.",Developed in Hungary in the 1930s by crossing the smooth-coated Vizsla with German Wirehaired Pointers to create a wire-coated hunting dog with weather-resistant coat suitable for harsh terrain and cold water,261,https://cdn4.thedogapi.com/optimized/kjHLge9m58.jpg,Male: 23-25; Female: 21.5-23,Male: 55-65; Female: 45-55,12-14,Male: 58-64; Female: 55-58,Male: 25-29; Female: 20-25,Wirehaired Vizsla,Hungary,,2,"Energetic, loyal, intelligent, affectionate, gentle"
,Non-Sporting,MX,MX,"Ancient hairless breed from Mexico available in three sizes (toy, miniature, and standard) and two coat varieties (hairless and coated), known for its loyal, calm, and alert temperament","Ancient breed dating back over 3,000 years with archaeological evidence of existence in Mexico. Highly prized by Aztecs, Maya, and other ancient cultures as companions, healers, guards, and ceremonial dogs. According to myth, believed to guide souls to the afterlife. Nearly extinct but revived in 1950s and recognized by AKC in three sizes.",262,https://cdn4.thedogapi.com/optimized/owYeoJuOc7.jpg,10-23.5,10-55,,25-60,4.5-25,Xoloitzcuintli,Mexico,,2,"Calm, loyal, alert, intelligent, affectionate, protective"
,Toy,GB,GB,"Small toy terrier with long, silky steel blue and golden tan coat and confident, spirited personality. Despite their tiny size, these feisty dogs possess the bold terrier temperament in a compact package.","Developed during the Industrial Revolution in Yorkshire and Lancashire by Scottish weavers and mill workers. Bred to catch rats in textile mills and mines, combining various terrier breeds including the now-extinct Paisley and Clydesdale Terriers.",264,https://cdn4.thedogapi.com/optimized/EBxFXxL6xN.jpg,7-8,4-7,12-16,18-20,1.8-3.2,Yorkshire Terrier,"Yorkshire, England",,2,"Confident, courageous, energetic, affectionate, alert, intelligent"
